0,FSVERSION
1,NXABNORM
2,BCVOMIT
3,NXCONSCI
4,BCELMOOD
5,NXHEEL
6,APGEN2
7,DX_CHANGE
8,BCWANDER
9,MOMDEM
10,DXPARK
11,BCURNDIS
12,MH15DRUG
13,BCCHEST
