,AGE,PTEDUCAT,ADAS11,ADAS13,ADASQ4,MMSE,RAVLT_immediate,RAVLT_learning,RAVLT_forgetting,RAVLT_perc_forgetting,LDELTOTAL,TRABSCOR,FAQ,Ventricles,Hippocampus,WholeBrain,Entorhinal,Fusiform,MidTemp,ICV,Month,PTETHCAT_Hisp/Latino,PTETHCAT_Not Hisp/Latino,PTETHCAT_Unknown,PTGENDER_Female,PTGENDER_Male,PTRACCAT_Am Indian/Alaskan,PTRACCAT_Asian,PTRACCAT_Black,PTRACCAT_Hawaiian/Other PI,PTRACCAT_More than one,PTRACCAT_Unknown,PTRACCAT_White,PTMARRY_Divorced,PTMARRY_Married,PTMARRY_Never married,PTMARRY_Unknown,PTMARRY_Widowed,FSVERSION_Cross-Sectional FreeSurfer (5.1),FSVERSION_Cross-Sectional FreeSurfer (FreeSurfer Version 4.3),APOE4_0.0,APOE4_1.0,APOE4_2.0
0,0.03366098836763724,0.017318522299436173,0.02199876579398853,0.02007542069581557,0.02407105389416056,0.24889266723832482,0.014236190046313242,0.006226624810917791,0.004828815217683253,0.014318425135426369,0.35671429233315977,0.005122282745546951,0.08270582478931937,0.027494637049643743,0.016053884495103504,0.01647307169180406,0.015618735955631343,0.010297797385027854,0.016467402075878993,0.030519483871964397,0.0,0.0,0.0,0.0,0.00326108842445211,0.0,0.0,0.007311365854977089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005330284930125973,0.0,0.0,0.0,0.0010023748976614546
1,0.020982931274806375,0.012407848840121964,0.01986459224406798,0.0083391725342797,0.009248995052433413,0.23331947888364082,0.007906782634113211,0.010386847999100019,0.0022071875029739283,0.014785943448956437,0.41176116898849824,0.00766140058460207,0.09565935775512008,0.012285883214102506,0.03229359169111411,0.010638751892276465,0.011565483758996607,0.020428380644718726,0.0152617472723245,0.012446788236889243,0.0,0.0,0.0017112016613445482,0.0,0.0,0.0036962470145496394,0.0,0.005152440881488593,0.0,0.0,0.0,0.0,0.0,0.0,0.004329019551229776,0.0,0.0,0.0,0.01090643884811582,0.0,0.0,0.0,0.004752317590135247
2,0.030245805440034947,0.011944081263175721,0.005698028989597659,0.008881061002534824,0.0019084487802464708,0.23148358569794553,0.011126041471326826,0.007827145819941473,0.008968279049322703,0.003181129395956372,0.4225714730607264,0.0022179395965313815,0.08346657067451412,0.013178639104714587,0.011397447267428513,0.01680797456643182,0.0030284096569153968,0.015046803792782167,0.019156629890688545,0.034417426003457874,0.0,0.0,0.008228468366549588,0.0,0.0013166095377362698,0.003652780747059443,0.0,0.0003228467831997081,0.004681908916519062,0.0,0.0,0.0,0.0,0.0,0.004794274730515519,0.0,0.0,0.0,0.01120095967300867,0.017922258798343325,0.0,0.0,0.0053269719227950225
3,0.04179651696497736,0.01274772247770925,0.0013401734374545414,0.008581495953643983,0.009625066590801422,0.22133371163639848,0.007012449200742167,0.0119239644172985,0.006557951390649351,0.013678983009813102,0.46589249443840525,0.011508728189249185,0.05246480701871048,0.017115894557122754,0.0,0.026943906258925843,0.0232709063802551,0.024134281784276342,0.0009482884040085156,0.008569603507038073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001527453308759716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001750870980482144,0.0,0.023461997980622533,0.0,0.0,0.007812732112655742
4,0.021483158020716854,0.008261019017341718,0.016260885640966866,0.011026130240788712,0.011065071211121519,0.23016890991669797,0.01896642771684711,0.004907205324246822,0.0,0.0052597818879262116,0.4539592401807973,0.007300597522638036,0.06365111920729925,0.012308530363288677,0.014278595875724796,0.019359070607504966,0.006548676445219939,0.01744544970985022,0.019374157385198317,0.009269168002153815,0.0,0.0030980149178209755,0.0,0.0,0.0,0.000667331035377028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040536676315758254,0.0,0.0,0.004804783454714601,0.0
5,0.02236500252196353,0.021658629689154354,0.016775829338405157,0.008322320156010667,0.008237297327136345,0.22117060153593432,0.0162795825615295,0.0081033712869563,0.013589101345456713,0.0024310113860868906,0.4188388690743669,0.01857979864312948,0.07376260203333007,0.022240226211547254,0.03142982316358169,0.0,0.005862544483389993,0.02011359551992441,0.02071143062491641,0.01241391071240814,0.0,0.003859336455699785,0.0,0.0,0.0,0.0,0.0,0.0,0.002359238295787365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011524099449275022,0.029743467688357162,0.0,0.0,0.0,0.0
6,0.03222921706987876,0.009824563537467426,0.002604248239753086,0.010075051683247379,0.008092999691674497,0.26307052681750326,0.015183015831674307,0.00911666219281096,0.006122846792978504,0.012578124371724274,0.37591615316869886,0.007451650715245724,0.10548164672377822,0.011165765831081748,0.02382618417688462,0.007075925070582323,0.015830848812067373,0.011844536983205709,0.012564119459616947,0.017138641680370874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118691723671447,0.0,0.0,0.0026597459386712135,0.0,0.0029887719628906625,0.0,0.007843903572508595,0.0,0.0,0.007931716297223675,0.0023910175703125286,0.00964651916298503,0.0008855620630787148,0.0,0.00434134285841324
7,0.040064513863947805,0.0004562208418176659,0.023037778479963328,0.01393591573365062,0.0018735469237312155,0.26319618143164974,0.008592642224514722,0.010921615613142751,0.005288880570853133,0.006630627392024683,0.38713450912687775,0.01967907935825668,0.09963293295242559,0.0031961749619815946,0.030112734773879116,0.02837697994043732,0.0163713895767937,0.013612482615949242,0.012615396363859834,0.008869111931495161,0.0,0.0,0.0,0.0,0.0013382478026651543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006022115111993192,0.004460826008883849
8,0.008507984217714488,0.02450020221649947,0.02283709613979133,0.010661198370700432,0.0006799309730125027,0.2262005621509325,0.007101029099399325,0.0032344592554840444,0.004573777240510368,0.0007649223446390656,0.413583779230681,0.03687014010675298,0.09887508750866139,0.010534889744842272,0.022253614880447657,0.032306827604418914,0.01158021061198999,0.004208346721969217,0.013258280584458774,0.006661358233875592,0.0,0.0,0.0,0.0,0.0,0.0024477515028450093,0.0,0.0,0.0,0.0,0.0008642051751133412,0.0,0.0,0.0,0.003746243055851354,0.0,0.0,0.006244504943118296,0.020097759022285288,0.0,0.0015298446892781311,0.0,0.005875994374727365
9,0.02061189983878146,0.00903467503099419,0.01779685521575442,0.015985285993975137,0.01526840901788824,0.218657668194763,0.006218637543495548,0.02137590896636488,0.0018340602170949286,0.008699770200385381,0.40912794501338107,0.013666881262971019,0.08068488894035228,0.014279844416171786,0.010445185426093484,0.006569257005091104,0.005445208785304776,0.03959633255376473,0.008259110740634968,0.00838801492841399,0.0,0.00404472111852803,0.0,0.0,0.0003806522948663544,0.0,0.0,0.0008942551115674445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022566450330250492,0.03244702180031773,0.002389325173930353,0.0,0.0041813190543781185,0.0011504158244849847
