,AGE,PTEDUCAT,CDRSB,ADAS11,ADAS13,ADASQ4,MMSE,RAVLT_immediate,RAVLT_learning,RAVLT_forgetting,RAVLT_perc_forgetting,LDELTOTAL,TRABSCOR,FAQ,Ventricles,Hippocampus,WholeBrain,Entorhinal,Fusiform,MidTemp,ICV,mPACCdigit,mPACCtrailsB,Month,PTETHCAT_Hisp/Latino,PTETHCAT_Not Hisp/Latino,PTETHCAT_Unknown,PTGENDER_Female,PTGENDER_Male,PTRACCAT_Am Indian/Alaskan,PTRACCAT_Asian,PTRACCAT_Black,PTRACCAT_Hawaiian/Other PI,PTRACCAT_More than one,PTRACCAT_Unknown,PTRACCAT_White,PTMARRY_Divorced,PTMARRY_Married,PTMARRY_Never married,PTMARRY_Unknown,PTMARRY_Widowed,FSVERSION_Cross-Sectional FreeSurfer (5.1),FSVERSION_Cross-Sectional FreeSurfer (FreeSurfer Version 4.3),APOE4_0.0,APOE4_1.0,APOE4_2.0
0,0.022930146230587464,0.00042805828047574803,0.13822509331325789,0.01507210261441148,0.0033361979085415458,0.02824284376439083,0.010961455028147276,0.004599213907768793,0.010837625498709948,0.0045008556273217004,0.1611873712232613,0.07402402226563498,0.05790715076018155,0.10375235333194419,0.012179313895583998,0.007151857722842414,0.008677639231978512,0.015469071405447246,0.0038661706551178076,0.010189973555939263,0.012617900127619156,0.19264404190940831,0.08532379195795857,0.0,0.0,0.0,0.0,0.0038359729374366843,0.0003934331217883777,0.0,0.0,0.0,0.0,0.0,0.0,4.778539940749704e-05,0.0006102845850679558,0.0,0.0,0.0,0.00013114437392946013,0.0077970939741528,0.0,0.0030600353916873826,0.0,0.0
1,0.022076470759256586,0.0013361037450521892,0.2113080973266104,0.13115206467718696,0.008800610659394267,0.014769502396627205,0.017614598229176704,0.00577582232404388,0.011734536633567308,4.676363107682815e-05,0.007337436399911607,0.34874067035299006,0.028525032375571777,0.023040187582822187,0.01984652812912604,0.011724587702162335,0.0032938172538452357,0.0015031167131837131,0.008861867149028297,0.0025507435132814515,0.008155938982191082,0.07802484911289888,0.02232111095175344,0.0,0.0010133394887207596,0.0,0.0020298499203677454,0.0,0.0010562084941124026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007808398510045265,0.0,0.0,0.0005060999034288601,0.0,0.0,0.0,0.0,0.00607320574160732
2,0.019366206055111166,0.004534813800232855,0.14259534896045772,0.000877648422614213,0.016053789720546833,0.030118883411385664,0.18440109944704164,0.003768073526338345,0.0023890582000351012,0.002415471543871394,0.0,0.41476646972758546,0.0024016730483699743,0.05953912461343878,0.001572004177114892,0.0,0.005817385828273937,0.008197941795388903,0.004396904871654376,0.014591660070975225,0.00985076575957693,0.04847076659693123,0.008200558992908304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020701289575175574,0.0,0.0,0.0,0.0019213384386959796,0.0,0.01354600009569923,0.0,0.0,0.0
3,0.004739068326795374,0.00795775824485114,0.1421659335187845,0.01620385169991856,0.02132141028261713,0.01118376683429259,0.020042427603255735,0.00459030651937032,0.0018190731899487085,0.0014288792428600115,0.014316569547360602,0.19764380160649703,0.07346609021917364,0.22362531261855967,0.012807354346295994,0.0,0.014050511747238873,0.014519895711747482,0.01239729390340205,0.009078367057736599,0.010541001979287878,0.1345296776920901,0.034222884977763816,0.0,0.0,0.0,0.0,0.0,0.0005001077350010046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044652476339375366,0.0021711541742158624,0.00340209343538098,0.008175666321413484,0.001607489148217513,0.001045727552529394
4,0.009543999706804975,0.006984525166236566,0.3368274098096334,0.0782515167369557,0.012424558725944222,0.01562060347869462,0.008784617928155977,0.030950133387053963,0.016361604956644557,0.01172620371145692,0.004017957128215767,0.11175033294446604,0.004669011614958074,0.09545775729348424,0.009148546204551817,0.022161370679311048,0.010969775408871897,0.012673269257509029,0.008897306020842826,0.0018840362250349637,0.005951269736507049,0.06623499322687303,0.03540419786453081,0.0,0.0,0.0,0.0,0.002730102937176211,0.0010902939089906907,0.0,0.0,0.0008943817222189258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001959121867717648,0.0010063450996045612,0.0021805878179813813,0.07344416943357324,0.0,0.0
5,0.006354748264359166,0.00716863035758922,0.2585309554563946,0.02275251926014392,0.0016385440817346785,0.005372408918782851,0.0040568339216632745,0.006492745262568248,0.0003603279809370168,0.0066580087233325275,0.010148813361979432,0.03261634714743971,0.012241528299528556,0.044788716594406794,0.002374026936604222,0.003178946200240457,0.004784776294232167,0.00186798759345837,0.013137897552037365,0.014725037009050994,0.0037978010358388032,0.21028812390902799,0.31199249352732766,0.0,0.0,0.0,0.0,0.002827885027425618,0.001792157589397305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020752906393696193,0.0,0.0,0.0,0.0018382559846940145,0.0,0.0026755759301677175,0.0,0.0,0.003462617140267577
6,0.017352623337004703,2.867355545147125e-05,0.13644859600128903,0.012044129422190625,0.04960566311378919,0.03824986359923935,0.018707711786048988,0.003916439006009139,0.0036302543344748656,0.0018698597966058633,0.025246565751366266,0.13324191798636334,0.009484776661172693,0.23124963273026344,0.005564486179604694,0.05314595482375107,0.010303373074128337,0.00812611008030028,0.017710854870397832,0.006640796703798913,0.012414083575551923,0.10512788114183125,0.06884558116741687,0.0,0.0,0.0,0.0018411788195535433,0.0005628427212695341,0.0009589473018508021,0.0,0.0,0.0,0.0,0.0,0.0,0.0016877472512574158,0.0,0.004064577594528212,0.0,0.0,0.0,0.0,0.00236284615176038,0.0,0.01336213609495513,0.006203895366774752
7,0.01014893083277082,0.002012080513522367,0.5795024030379283,0.0046102383068613905,0.002310189075786193,0.00036029572059221427,0.0171628580245183,0.00031852843742138774,0.0026235212369590012,0.0,0.011080476789327989,0.03870999932807027,0.008902510628475219,0.04134673690635867,0.004733145839249066,0.001213448794824721,0.007698472999629572,0.005159783890547973,0.004681515412132407,0.009930928191002648,0.002479226263002834,0.00531846684449227,0.23556301901374663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001887587014171786,0.0,0.0,0.0,0.0022456368986079763
8,0.03181222854917127,0.0017269562236267993,0.12615009389847226,0.009017339142143697,0.014549522957323587,0.0,0.0,0.0393731357445655,0.003938346512691861,0.015756139463393132,0.002156713566474115,0.40888072649635643,0.0025803537313172486,0.005086388816849936,0.0010520468135766883,0.006102976825403888,0.006347797853340805,0.0042518067453346815,0.0053066504859297274,0.015406733868323903,0.010994725905457211,0.24496403739929615,0.0234523340697216,0.0,0.0,0.0,0.0,0.0025352234745221105,0.001941042209826704,0.0,0.0028856028736621254,0.0,0.0,0.0,0.0,0.0014378090443160764,0.0,0.0,0.0,0.0,0.0,0.0,0.0025880562797689377,0.006470140699422345,0.0032350703497111724,0.0
9,0.015189547333613338,0.0,0.4328934446616651,0.011359900057590586,0.011626840188047471,0.00669938305751526,0.007357431667071261,0.0005104591493662522,0.009828129710034971,0.00540562645918371,0.03252601427823416,0.02529996291517338,0.021022584504585856,0.005661152348367226,0.004689594834567361,0.007437169915056543,0.009491896790286718,0.007590816963382075,0.012451899906939927,0.013939162474865645,0.016608758782072887,0.3062972152920435,0.022388351287133217,0.0,0.0,0.001982230744202751,0.0,0.0027772756717491694,0.0017866070227818827,0.0,0.0,0.0037156489492085505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041836597465009,0.001361224398310006,0.0,0.0,0.0,5.983403948615547e-05
10,0.0032950304657386503,0.0,0.6040499367464431,0.008703779636369634,0.009859139683690064,0.0029679760812058673,0.0074020265165928726,0.0021305690188392003,0.00210962316403999,0.0027666550860911887,0.00011720128689111107,0.01045802382226314,0.0017326422203414575,0.013836259390263908,0.003354360298707,0.001498138188955934,0.014622099442067875,0.0,0.0,0.011413256023941854,0.0016228789766726747,0.012906837364610173,0.2826213216293586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018459202685349911,0.0,0.0,0.0,0.0006863246883807416,0.0
11,0.011910414407150384,0.0,0.6539036605831066,0.015008723132240295,0.006892620075312567,0.00966861683512046,0.01975578788087947,0.014537982202374742,0.005613056359040976,0.00236177128793258,0.02339014432707519,0.06811249862685884,0.009233315824971226,0.01813461751656322,0.009881816116682277,0.00027775015083246745,0.007330641618680842,0.040253519470220836,0.0,0.007364501970901818,0.012685013069849394,0.0030056534179370613,0.037128583036309094,0.0,0.0,0.0,0.0,0.0,0.0034237440467672652,0.0,0.0,0.0,0.0,0.0,0.0,0.0009292470484072404,0.001388750754162339,0.0,0.0036008323125780606,0.0,0.0,0.0014466153689191032,0.003147835042767967,0.0,0.0,0.009612287516357673
12,0.00204963798441323,0.0015594858900780666,0.2549691870077218,0.0008642601730840486,0.0002436583394867427,0.10246327102740374,0.07887736232195874,0.0031707291055269628,0.01803061448204786,0.0,0.004858172430381731,0.4020836689684655,0.008627712024653764,0.010909720233685935,0.01458307005568986,0.005110298566556674,0.003067484452466971,0.010572467501696799,0.003147543621155469,0.0057515281419051,0.01089536422715035,0.015352166883159142,0.029898127462404785,0.0,0.0,0.002010181300765589,0.0,4.653197455475585e-05,0.00351781727633978,0.0,0.004112454798561633,0.0032274837486851392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.014934585211755705,0.00577008877084812,0.07332466972416099,0.007859391936031433,0.0466716238994675,0.0009333967129313139,0.03200878862377999,0.08443532682523468,0.00511983433406896,0.0035998821342675537,0.009672828987585017,0.08163502892602356,0.009555852216126178,0.053464930113128195,0.013035825330869881,0.004892826635332574,0.022292042102382916,0.018496911869974018,0.003949305203158268,0.01806799375426392,0.034004026635223165,0.3759125115772753,0.035819972521214355,0.0,0.0014104661439850957,0.0050143404842545765,0.0,0.0,0.0010578496079888219,0.0,0.0,0.0,0.0,0.0010114119605793138,0.0,0.0,0.0,0.0009859032454672884,0.0014104661439850957,0.0,0.001939390947979507,0.002085414740227838,0.023491340308400964,0.0056068475680332444,0.0005289248039944111,0.0
14,0.008103619134446675,0.0025564518274356365,0.19137592895629857,0.019298311583181495,0.00398698356111884,0.012694307089652048,0.08338723247117828,0.04534501541421864,0.0,0.002215328518335088,0.004904719106437352,0.032099771028177994,0.009836467074313895,0.026452516840617304,0.07605825658961901,0.010698222560454863,0.006367546662851183,0.011178124232898611,0.0016292026634365533,0.015301437195710076,0.030377484033293014,0.04047782058369533,0.3400579596285518,0.0,0.0008238786667596183,0.0,0.0,0.005251149080497984,0.00019281039088672955,0.00349294186389021,0.0,0.0,0.0,0.0005626231157676454,0.0,0.0007773082520473979,0.00393836181037349,0.006229109294353364,0.0,0.0,0.0,0.0,0.0017503830268326614,0.0,0.0025787277426686656,0.0
15,0.017458310503192655,0.007239360189799869,0.1291148755263726,0.011447153780618755,0.14349028112176068,0.18865822187197512,0.012708944294900762,0.028287991181005345,0.010979930065507388,0.010922563676382347,0.009684879353964448,0.05162401199003837,0.01678624750502658,0.13045507014889618,0.027845269801789967,0.029666287722981615,0.005003195196679492,0.016666982360477253,0.003475359471272446,0.007767745517105609,0.007821276689682907,0.0345784036857046,0.07350166852032146,0.0,0.0,0.0,0.0,0.0,0.006435746605708832,0.0,0.0010102617417553563,0.0056107119271320855,0.0,0.0,0.0,0.0015974224121772743,0.0,0.003788481531582586,0.0,0.0,0.0,0.0027277067027394624,0.0007653498043601174,0.0028802890990877574,0.0,0.0
16,0.005075697171527052,0.0066908365695495685,0.1787672527765142,0.04652157990781121,0.013839262483753778,0.0,0.011494069730286617,0.004646363673292116,0.00560323977727874,0.010656323025245907,0.012689524610765012,0.1689253108509354,0.06313617801015042,0.2728077024600963,0.009677304923207841,0.010285203828421427,0.014383634742066225,0.00043517929351724924,0.0009842911941193762,0.015959486453706723,0.008108684599173912,0.0811341429395132,0.024704383179424718,0.0,0.0,0.0,0.0,0.00037882259773673295,0.0,0.0,0.0,0.0018975472408206742,0.0,0.0,0.0,0.0,0.007354612773987208,0.0008684922301053321,0.0,0.0,0.0,0.0,0.0004921455970596881,0.0,0.0,0.022482727359933088
