,AGE,PTEDUCAT,FDG,AV45,ABETA,TAU,PTAU,ADAS11,ADAS13,ADASQ4,MMSE,RAVLT_immediate,RAVLT_learning,RAVLT_forgetting,RAVLT_perc_forgetting,LDELTOTAL,TRABSCOR,FAQ,MOCA,EcogPtMem,EcogPtLang,EcogPtVisspat,EcogPtPlan,EcogPtOrgan,EcogPtDivatt,EcogPtTotal,EcogSPMem,EcogSPLang,EcogSPVisspat,EcogSPPlan,EcogSPOrgan,EcogSPDivatt,EcogSPTotal,Ventricles,Hippocampus,WholeBrain,Entorhinal,Fusiform,MidTemp,ICV,Month,PTETHCAT_Hisp/Latino,PTETHCAT_Not Hisp/Latino,PTETHCAT_Unknown,PTGENDER_Female,PTGENDER_Male,PTRACCAT_Am Indian/Alaskan,PTRACCAT_Asian,PTRACCAT_Black,PTRACCAT_Hawaiian/Other PI,PTRACCAT_More than one,PTRACCAT_Unknown,PTRACCAT_White,PTMARRY_Divorced,PTMARRY_Married,PTMARRY_Never married,PTMARRY_Unknown,PTMARRY_Widowed,FSVERSION_Cross-Sectional FreeSurfer (5.1),FSVERSION_Cross-Sectional FreeSurfer (FreeSurfer Version 4.3),APOE4_0.0,APOE4_1.0,APOE4_2.0
0,0.019334657221577473,0.001333654888009734,0.024216769578552136,0.0006110523870532078,0.00983438869227442,0.014201660017581164,0.0,0.004853286449497251,0.0055703872856858894,0.0031497162513131247,0.21997668356065406,0.005924077534586987,0.010361105735987556,0.0012539186550278817,0.006754626957910052,0.44550051441646943,0.0047779551214442335,0.08815696375328852,0.0022224329932613324,0.0,0.0019498494810551684,0.0,0.001226868507427665,0.0,0.0013597028350411753,0.026779383777793285,0.0033424168768866514,0.0010743331042300647,0.0,0.0,0.014884788684912617,0.002014374570431371,0.008631362018877788,0.0039400146831667145,0.005798957096696371,0.004034521990261284,0.004616275057238559,0.007514679126841398,0.007497900069293792,0.016321706748464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023265308392798082,0.0,0.0,0.0,0.0021486662084601294,0.0,0.0,0.0,0.0,0.016503816823466824,0.0,0.0,0.0
1,0.007799203344066726,0.00914338821838523,0.0002152987392323812,0.0031859680801356242,0.0,0.0022285020906132732,0.0,0.003286661586700393,0.014992487677674233,0.0,0.22872495532016413,0.0036019870525830847,0.0,0.0004864772876019016,0.0225904651289507,0.4250721866881235,0.0015675314025130084,0.046553157485957015,0.0030016558771525704,0.0,0.0009449657391035876,0.006578724969069638,0.005200975971050024,0.009594772702802153,0.0036634867001843156,0.03261577448192012,0.0,0.0,0.0009131597202032798,0.010261342534584071,0.0,0.0038020974443932548,0.02278277612466312,0.016953698749349957,0.015008173473625767,0.008369915605340922,0.0009492416021764521,0.02082675268778215,0.013656144454152832,0.0015927978661254025,0.0,0.0,0.00591963226639546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008142459233467528,0.03977318169375631,0.0,0.0,0.0,0.0
2,0.04204799904573122,0.014488991099824905,0.0,0.02945456468081447,0.008597724627794734,0.008128713219356317,0.00440646244527031,0.005426054079179746,0.010100277755469296,0.01050138681754164,0.24327669818554482,0.0034675240558754436,0.009918278013132942,0.0003776967810231698,0.012019159359286699,0.38714593080710924,0.011513521682967503,0.08518725727417997,0.008586909350258777,0.0033461574193771417,0.0029205421741596914,0.0029743621505574592,0.0,0.0,0.009140708243788523,0.015278691480008554,0.003672052037725258,0.0,0.0,0.0,0.0,0.0068717608199925185,0.0,0.013711781309336818,0.002548418166521123,0.006143124579139429,0.0014721590442153083,0.00802240838919838,0.013737669937613883,0.006286720000041902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009584055818462934,0.0,0.0,0.0,0.0,0.001939103061335451,0.0,0.0037110231706417598,0.0,0.002619763154139324,0.0
3,0.009672587994476243,0.007975965555977335,0.02447465705155713,0.014189625643782922,0.0010713983734946938,0.0008990335510863472,0.023421003592348926,0.018182506397485674,0.010156495101327987,0.013204304811532667,0.22454603679166785,0.006572696194584847,0.012065039082867813,0.006270739105770544,0.008769520050633308,0.3567116105200812,0.016709515611410528,0.10961138632037307,0.00867670349443809,0.0022837702171860587,0.014423614090278127,0.0,0.004022526929058203,0.0,0.0,0.006017223722308834,0.018549125816046105,0.0009087754060892498,0.0,0.0012410742811614895,0.0,0.0006555759278376559,0.0,0.00259472976373355,0.005218907584656355,0.023495209626188715,0.0009374735768078561,0.010068679614368433,0.01232978231654079,0.001898542262075339,0.0,0.0,0.0,0.0,0.0,0.0007174542679651971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003552435548636228,0.004507084503883927,0.009044633407958516,0.0,0.0,0.004352555892322192
4,0.009591604492324842,0.0,0.034167889199438,0.011633900001363813,0.004741035990900525,0.0,0.009481161154937358,0.011789372940529055,0.02335211009105616,0.009127466091708957,0.25659066450670104,0.0017334802929252228,0.014509236195223464,0.004042730822635272,0.0029807112723343955,0.3887487922585508,0.009284039712852764,0.08558182358577918,0.0,0.014394622124115464,0.0,0.0007459672013654673,0.0,0.0,0.0,0.004440280960508734,0.014609709451264098,0.0,0.00947514578010208,0.0,0.0017903212832771217,0.005115203666506061,0.005208207369533444,0.013724082656929745,0.00032491015881695994,0.0033711590223660707,0.011346869861671825,0.010599374980150749,0.004970007800739296,0.003927517735073907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020374700126184063,0.0,0.0,0.0,0.0,0.01585268637201845,0.0007104449536813978,0.0,0.0
5,0.024232318566112333,0.003916603616945801,0.018281805701077482,0.004754737456191737,0.0,0.00437739519078818,0.00682622988240642,0.008550335329222834,0.02300218550629696,0.0006366342130337617,0.2416268999796215,0.008458756110902865,0.007574401720995579,0.0,0.00889552769310524,0.41350501265444667,0.028660723187686678,0.07804808953849085,0.012885099881500633,0.013765734702227998,0.0023699394508205677,0.0,0.009780702495449961,0.01137066796308528,0.0,0.0043103631542513315,0.009735211654258568,0.0,0.0031422857897040494,0.005292070253568435,0.0,0.0004827041479208632,0.0,0.0038826363104324906,0.0030380928783667266,0.01387189530589274,0.0023858416419407936,0.006866282053935147,0.004015730736112629,0.0033970119971674533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008060073236039304,0.0,0.0,0.0,0.0
6,0.010184363033048498,0.0036020961350390355,0.0044613481314968485,0.019261622379355567,0.0009688177435510641,0.0034068605721642893,0.011830233363401386,0.00458364214779752,0.0,0.00286530374378105,0.23556658996521032,0.001311022243207096,0.006660382054404964,0.0,0.01016434654610107,0.43568704673209285,0.007204839942542659,0.052701128410210005,0.0,0.017959230324463702,0.0008276875310291907,0.0,0.008404890981757744,0.0,0.004002329038932261,0.03470317310641142,0.0,0.0015766585674087837,0.0035576258123842315,0.007586141812306663,0.0025774545076925693,0.001598610907387976,0.0363354081896662,0.004668038154084688,0.0017343425835373125,0.008514875060275684,0.0,0.0017378727311651778,0.016243598531272354,0.013613293509399294,0.0,0.0,0.0005002911298665326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01945807963152834,0.0039407547460256105,0.0,0.0
7,0.01204924023622348,0.00689007372449121,0.011475678612204202,0.0003714327946376081,0.013326148225262834,0.0042919798510061575,0.007486777912500993,0.004598164518454144,0.03369678780154164,0.0016476038444781945,0.24583685338136957,0.006000966167729707,0.0038694105187660173,0.009557289916778445,0.006456041507033773,0.3956563342681739,0.005741971622458354,0.08125372000183631,0.0,0.024248261511231155,0.0015294212902329236,0.0009389289977337188,0.0,0.004480726436229265,0.0,0.0,0.0,0.003938259822349778,0.0,0.0,0.008583689562352599,0.00898934456040121,0.010640791133488954,0.0,0.01702720996232356,0.0022175985928264545,0.015405090355881026,0.025399388752033496,0.006899587528573622,0.004337343190269931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021690481769268645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012988835222198725,0.0,0.0,0.0
8,0.010548723935836769,0.0038766372273469595,0.015482300644135517,0.00993258262670978,0.005093158047426632,0.0033337311209111526,0.01517100831591957,0.0025157493942667584,0.0032403866495256404,0.0,0.22425931213829728,0.008209554263901322,0.0,0.0036943074789489035,0.010561315205295704,0.4174316511919093,0.009073082618671789,0.03292652344773992,0.0,0.009790171357761791,0.00307297619757954,0.0,0.010884132572635166,0.004536541309335894,0.0,0.03579160725109095,0.010250243197084676,0.0054823315823097464,0.0,0.0,0.0,0.0,0.04063020750298666,0.01574833932874558,0.008829495463549454,0.021736961257351677,0.003706325246594257,0.010095218664171889,0.005583354939388323,0.005027316148657678,0.0,0.0,0.0030549099726167642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037023434104902003,0.0,0.0,0.00820297879611398,0.01852452149469285,0.0,0.0,0.0
9,0.024851457105114935,0.006416282030845801,0.009751076717913565,0.0,0.011706788889051047,0.008325963586158315,0.0023565215124119565,0.015226706582645183,0.03803846755105355,0.02340967690087798,0.19081801225916917,0.009939069201721095,0.008623608648726345,0.0017981598483727053,0.020341759765403613,0.393594869321632,0.011442376359949363,0.10343081052749206,0.0059148519680771155,0.013980859698585322,0.0,0.0,0.0014026913764356892,0.0012496704990063408,0.002899674784287327,0.006936389470921403,0.008259998153512523,0.0036002411995182675,0.0,0.0,0.004628881542237773,0.00490700138411726,0.008398916920584639,0.018958101106253393,0.0029737057180436602,0.011304624587414054,0.00817820497921987,0.0023565215124119565,0.010050522436814925,0.0,0.0,0.0,0.0,0.0,0.0,0.003927535854019928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
