,AGE,PTEDUCAT,FDG,AV45,ABETA,TAU,PTAU,ADAS11,ADAS13,ADASQ4,MMSE,RAVLT_immediate,RAVLT_learning,RAVLT_forgetting,RAVLT_perc_forgetting,LDELTOTAL,DIGITSCOR,TRABSCOR,FAQ,MOCA,EcogPtMem,EcogPtLang,EcogPtVisspat,EcogPtPlan,EcogPtOrgan,EcogPtDivatt,EcogPtTotal,EcogSPMem,EcogSPLang,EcogSPVisspat,EcogSPPlan,EcogSPOrgan,EcogSPDivatt,EcogSPTotal,Ventricles,Hippocampus,WholeBrain,Entorhinal,Fusiform,MidTemp,ICV,Month,PTDOBYY,GDTOTAL,HMT93,HMT100,HMT10,HMT4,CMT3,HMT21,HMT69,RCT9,HMT98,RCT13,HMT2,HMT8,RCT183,HMT16,HMT7,RCT1,HMT17,RCT19,UAT2,HMT96,RCT4,HMT12,BAT324,RCT1407,HMT70,RCT1408,HMT3,HMT11,RCT3,AXT117,UAT3,HMT20,RCT5,HMT40,HMT15,RCT6,RCT392,HMT13,HMT19,RCT20,CMT2,RCT8,RCT12,HMT9,RCT29,HMT18,HMT95,RCT11,BAT126,HMT102,RCT14,MH16ASMOK,MH16BSMOK,MH16CSMOK,MH14CALCH,MH14BALCH,MH15BDRUG,MH15ADRUG,MH14AALCH,HMSCORE,MMSCORE,DXDEP_1.0,BCCONSTP_2.0,MH9ENDO_1.0,BCDIZZY_2.0,MH8MUSCL_1.0,PTGENDER_Male,BCPALPIT_2.0,MOMAD_1.0,MOMAD_2.0,BCBREATH_2.0,BCMUSCLE_2.0,BCENERGY_2.0,BCANKLE_2.0,DADAD_1.0,DADAD_2.0,NXTREMOR_2.0,NXPLANTA_2.0,NXMOTOR_2.0,MH13ALLE_1.0,MH16SMOK_1.0,APOE4_1.0,APOE4_2.0,BCCOUGH_2.0,MH17MALI_1.0,NXSENSOR_2.0,MH10GAST_1.0,PTTLANG_2.0,BCABDOMN_2.0,PTHAND_2.0,PTRACCAT_Asian,PTRACCAT_Black,PTRACCAT_Hawaiian/Other PI,PTRACCAT_More than one,PTRACCAT_Unknown,PTRACCAT_White,APGEN1_3.0,APGEN1_4.0,BCFALL_2.0,BCDIARRH_2.0,BCURNFRQ_2.0,BCINSOMN_2.0,BCSWEATN_2.0,BCVISION_2.0,BCNAUSEA_2.0,NXGAIT_2.0,MH14ALCH_1.0,BCHDACHE_2.0,MH2NEURL_1.0,DADDEM_1.0,DADDEM_2.0,NXNERVE_2.0,PTMARRY_Married,PTMARRY_Never married,PTMARRY_Unknown,PTMARRY_Widowed,PTETHCAT_Not Hisp/Latino,PTETHCAT_Unknown,MH12RENA_1.0,NXVISUAL_2.0,BCCRYING_2.0,MH11HEMA_1.0,BCDRYMTH_2.0,MHPSYCH_1.0,NXOTHER_2.0,MH18SURG_1.0,NXAUDITO_2.0,MH6HEPAT_1.0,NXTENDON_2.0,NXFINGER_2.0,MH7DERM_1.0,MH5RESP_1.0,MH4CARD_1.0,MH3HEAD_1.0,PTNOTRT_1.0,PTNOTRT_2.0,BCRASH_2.0,BCDROWSY_2.0,BCDPMOOD_2.0,BCWANDER_2.0,MOMDEM_1.0,MOMDEM_2.0,FSVERSION_Cross-Sectional FreeSurfer (FreeSurfer Version 4.3),BCCHEST_2.0,NXABNORM_2.0,DXPARK_1.0,DXMPTR4_1.0,DXMPTR4_2.0,BCURNDIS_2.0,BCVOMIT_2.0,APGEN2_3.0,APGEN2_4.0,BCELMOOD_2.0,DXMPTR2_1.0,DXMPTR3_1.0,DXMPTR3_2.0,NXHEEL_2.0,DXMPTR5_1.0,NXCONSCI_2.0,DXMPTR1_1.0,MH15DRUG_1.0
0,0.004770286014626707,0.010225488274409224,0.02219599423405197,0.13829680358539187,0.0,0.003713027226852442,0.0042482646438037975,0.007941636643579157,0.0078867601547629,0.0,0.01231831122350516,0.0,0.0,0.0,0.011046691881564721,0.30233827113351996,0.07518463746875183,0.0,0.06731607330192717,0.01837732848525063,0.0,0.0,0.0,0.0,0.0,0.01852690062900181,0.008862458126753531,0.009469046398180997,0.019185212570650742,0.0,0.0,0.0,0.0,0.0,0.0003562290118138927,0.013062818430675877,0.005846392093021453,0.008040954066788165,0.0057239525307367645,0.0,0.010575153133553079,0.0,0.0,0.006976340312000283,0.0,0.0,0.0,0.0,0.0009615413802848067,0.0,0.0,0.0,0.0,0.011959670966474337,0.002879491437449184,0.01159261135520268,0.0,0.0006018374912055362,0.009118447865146631,0.0035664443923291143,0.0,0.0,0.0,0.0011647009070283704,0.01251486298824871,0.0,0.0,0.005431914136311423,0.0,0.0,0.0,0.00881019727816102,0.0,0.0,0.0,0.0,0.0,0.00978789734579262,0.007219341810008612,0.0,0.0,0.0,0.007613138833984862,0.0,0.00990427303240656,0.0,0.0,0.005503377780975827,0.0,0.0018771489874642349,0.011993043397734177,0.009732388093077794,0.003334407921893939,0.01054213862960889,0.0,0.0,0.0,0.0,0.0,0.010669641972679916,0.008470572115061232,0.0,0.0,0.0,0.017590872306940206,0.0,0.0,0.0,0.0018679130435510863,0.006086957902981775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046867716439742855,0.0,0.0,0.0,0.0,0.0,0.0043805759163801795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028993566441274456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022996304339678765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007132888784658229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.01059078751829877,0.007253350384946135,0.07416373762325784,0.04454612721571337,0.017116132416864594,0.0,0.005504024310261743,0.0,0.006812863519463579,0.0,0.0,0.002206885588017474,0.0013370058835679365,0.0,0.0,0.29455189525439796,0.051962394296302436,0.007328641926635905,0.16588190360721453,0.013226986203885507,0.0,0.005171268205936462,0.0,0.0,0.0,0.0,0.02476130466910312,0.004131415778566834,0.0029877295116953768,0.014147772836824776,0.0,0.0,0.0,0.03388780676883067,0.0,0.0009242869106878949,0.0049869602980901545,0.006871541031019439,0.0,0.006098468102290813,0.0,0.0,0.005211324576215861,0.0,0.0,0.009752024543134135,0.0076947690841661824,0.0,0.0,0.0,0.0,0.0,0.0,0.008445497945871535,0.0,0.010287149343488431,0.0,0.0130576737292071,0.0017389922881110137,0.0,0.0,0.0038539666917959707,0.008982271547337757,0.0003200771338863609,0.0039059680188699565,0.0,0.0023663571072702716,0.0,0.0,0.0039236189759929594,0.0,0.0,0.004603633472196586,0.0023723364040989237,0.0,0.0,0.0,0.0060701687038213735,0.000870327383170437,0.0,0.0,0.008254622914788932,0.0009288512904937589,0.005516227787390447,0.011699964484120315,0.0,0.006313257963061159,0.004880234888432074,0.0,0.0,0.0019608086605307426,0.0,0.031198070971920167,0.0,0.0,0.0,0.0,0.0,0.0008876088586764686,0.011902338171373936,0.0,0.0,0.0005347170942572001,0.0,0.0007517967477778312,0.0034055022007770546,0.0,0.0,0.010889881565803491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009686695900882879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.000433089238532131,0.0,0.013476111360883352,0.019565855022594413,0.01631332817683443,0.0036017126203535797,0.0,0.0,0.0020949673527083813,0.04765757521156785,0.0,0.005037465386662466,0.0,0.0,0.0028642304970362283,0.19257238054149994,0.0025270866989475886,0.005992226967937774,0.3354587593124607,0.0,0.0,0.0,0.0,0.0,0.0,0.005657750303676872,0.017915704947547514,0.012693521201888833,0.007924945379686353,0.0,0.0,0.0200073182696772,0.0024857428956421555,0.024798138395587827,0.007326400113471615,0.02552643345121407,0.010712994932071762,0.0,0.007154816648656314,0.0,0.0,0.0,0.008779776884846286,0.0035198559806256103,0.0,0.0,0.0019333555854994557,0.001100938597298303,0.0011695607862897933,0.0,0.0,0.0,0.0,0.0,0.0014245777998417035,0.025777441219495545,0.006965233875063726,0.0,0.008055648272914391,0.01206887217142877,0.0,0.0,0.006592400084211101,0.0,0.0,0.0,0.010779622983752029,0.0020191167782988685,0.0,0.0,0.0,0.004237523758509311,0.0009022326065664108,0.006349315502378889,0.001934961575984485,0.0,0.0,0.011974267634568199,0.0,0.0,0.0,0.0057492811478212945,0.0,0.013006277318621043,0.007522212466236251,0.0,0.0,0.0,0.0,0.0,0.010582894028238619,0.0,0.009281048317291535,0.005398245579682204,0.0031803699381466005,0.006242099102144923,0.0022077080455575964,0.0,0.014090211956204622,0.007161776948972713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010194618126370304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01141228762143333,0.0,0.0008551105521012568,0.05132938784413155,0.011961701672273794,0.0,0.0,0.008663630186076248,0.0336068489990792,0.0,0.0,0.0,0.0,0.0,0.0019870806682025085,0.40165582159848234,0.0,0.002461363296826976,0.11370897758270662,0.0,0.00030661334537494236,0.012987655233857837,0.0006673428313895831,0.0,0.0,0.0015806323497065417,0.0,0.05684109000166729,0.007753861761596086,0.0002737517542297529,0.01074708707453948,0.0,0.0,0.0019410834305126374,0.0,0.025778158603966494,0.0,0.05152060279210324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003517663183904735,0.0028861011883841814,0.0,0.0,0.0,0.0,0.0,0.012253664120582146,0.00660924211411169,0.007030282783215595,0.00819637453173175,0.0,0.0,0.0039731568202547515,0.0012265930050632786,0.0,0.0026140371011382233,0.0,0.0,0.01316910457483063,0.0,0.0,0.0063954317193274665,0.0,0.0,0.00041992772290988826,0.003565705865718947,0.003571174426199854,0.0,0.0,0.0,0.0,0.0023319156198022524,0.0,0.0,0.0,0.0026257210610478292,0.0002336367628691945,0.0,0.00029192167871263026,0.008362231028370703,0.0,0.0022323992692151635,0.001917043913368524,0.016872563096801036,0.0,0.0191522400061953,0.005766973509230708,0.0002602129446455646,0.0023157707035442814,0.0,0.0,0.0,0.00415693012889784,0.0,0.0049641309699797595,0.0,0.00964498064089785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018804928490306204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006653590338168513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009944261480315734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.002747511147507914,0.0,0.005515447255672843,0.06472929396993884,0.004435355607225385,0.0,0.0007968077441752266,0.0,0.0,0.01926614399424207,0.0,0.02911336082457655,0.0,0.0,0.0,0.40083210368212735,0.011676253086379054,0.010639684351140145,0.14408090298745027,0.005512848481340447,0.01842719993845542,0.005915829290822327,0.0,0.0,0.01186272565260197,0.0,0.0011186295386282216,0.014112465458012148,0.0,0.0,0.0,0.014267932354072171,0.0,0.0,0.0,0.030634666087263677,0.010033416309654493,0.0,0.01485549979606148,0.0002759776822273586,0.0,0.0,0.0,0.0,0.0,0.01394257142286322,0.0,0.018737429406676772,0.004162269507813703,0.0,0.0,0.0029838449835988146,0.0,0.0,0.0,0.0,0.0,0.005381564803433468,0.0,0.011534307009348248,0.0,0.012165617924143276,0.009003140065629465,0.0,0.0,0.015081204655050539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017204668562229044,0.0,0.0,0.0002444373756870883,0.0,0.004883968679417473,0.0,0.016199451886932812,0.002122519265130405,0.0,0.0,0.01042439117225758,0.0062960503700264375,0.0,0.0,0.0,0.0,0.0034909526661980397,0.0049051531419380895,0.008504448524065757,0.0,0.0,0.0023918065793037627,0.0,0.0057821505906665085,0.0,0.0,0.0,0.0,0.001340540560671728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023674556073425223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0444305527966352,0.03220724265252162,0.027079293442309662,0.0,0.0,0.006683900650052786,0.015882941256102533,0.0,0.0,0.006930548011368804,0.0,0.0,0.007121775164691662,0.46076614789092474,0.008320968641804025,0.008265999837364606,0.04527691275662067,0.02152474802435541,0.0,0.00030478957883657196,0.00026964830779310957,0.0,0.0,0.0,0.0,0.0008940837056502375,0.0,0.000335601567291511,0.0,0.009156244880189013,0.00824365260369506,0.0444303239018722,0.0,0.025471121136812172,0.0,0.008651694641531975,0.004730425087063598,0.0034017232080063315,0.013498789527846942,0.0,0.0,0.008408961881397784,0.0,0.011669989408085484,0.012076414390702174,0.0,0.00033011655378250936,0.003609824515611727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034811552403797284,0.0,0.0,0.013082285701887188,0.0,0.0,0.0,0.0,0.0,0.00029356048908996406,0.006460886351244325,0.0,0.005127451236738356,0.0028404695472130513,0.0,0.011406869911483286,0.01090191901914035,0.002808991766731161,0.0,0.012706314619719779,0.0,0.0,0.0,0.0,0.001183137728756511,0.0,0.0002732790949573465,0.018548435690348426,0.0,0.0023790535773130375,0.0,0.0,0.000636280464592894,0.008941472307759496,0.0,0.002977571472974979,0.0,0.02007961512848614,0.0,0.0035955094614158844,0.00030040606394208245,0.003512440132245889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004804011439609547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011011854819911192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012672592713139278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.013880829633752118,0.12773027007645307,0.03778798253041071,0.019063212223899346,0.0016944037703488402,0.0,0.0,0.006588378427149739,0.009093926565105196,0.0,0.0069224669839295545,0.0,0.0,0.0,0.404310214178925,0.023480780232476194,0.006845508817899349,0.042421346554182074,0.00036551634293973393,0.0,0.0043907856858769224,0.0,0.009524693839163266,0.012411847019255611,0.00891642199644578,0.0,0.02447693351081162,0.004406654657173718,0.0,0.0,0.0,0.0,0.0008373357221242431,0.0,0.02672477447404887,0.0,0.01450066470241756,0.0,0.002668482529160996,0.014184966750144546,0.0,0.0,0.0,0.0,0.019420518388165622,0.0009957721497289237,0.0023201177300525913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025120071663727256,0.00014984081835243515,0.012396490805365439,0.0,0.001722593092589523,0.0,0.017151298884429237,0.0010064798510754467,0.00035419069737645167,0.018406330418562458,0.0,0.010568777182481599,0.0,0.0,0.0,0.0,0.006410851622513735,0.003349342888496973,0.0,0.0002217942835388638,0.0,0.0,0.004406003478745801,0.0,0.0,0.004594443662801512,0.0,0.0,0.00474769354444446,0.00778256001971381,0.0,0.013128069483551786,0.0,0.0,0.007856463438931122,0.0,0.006030364348165215,0.0010990031352880686,0.0,0.004333582466004512,0.0,0.0,0.00022696803880949064,0.0,0.0,0.0,0.002873210811210637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013261508092007362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010524408925480825,0.0011817238013850197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0002933445634846781,0.0,0.006913558882453459,0.1120759819024125,0.014936156202620742,0.028127504180342752,0.004873206252827616,0.0,0.04538459073632645,0.0,0.009581003393395172,0.015317733877217141,0.0,0.0,0.0022706270619467744,0.40664252223494823,0.0012783212386219427,0.00626035748462217,0.015022319001542052,0.01261375273863629,0.0013981786348051205,0.0,0.0030330904327164256,0.0151050596133354,0.0,0.0,0.0,0.0033528623669452457,0.0,0.01633116862828257,0.0,0.0,0.025982604080730894,0.031079901061829982,0.0009510002294246306,0.034954423937565024,0.0010559349405387817,0.0,0.0061136692007636734,0.0,0.0,0.0,0.0,0.005220293745956128,0.0,0.0,0.0,0.0,0.001394970461754104,0.006983611734599552,0.0,0.012963318571284708,0.0,0.0,0.0,0.01594837134935002,0.004912791310510716,0.0,0.00557990345378485,0.0,0.004357913313483901,0.0,0.0,0.0004683701690098875,0.0010689794329939591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015578324086710981,0.0,0.0013642120278983946,0.0,0.0025798165471893723,0.0,0.0055008655498950424,0.0022171240021018786,0.0,0.0,0.0,0.0022752198165760427,0.0,0.0,0.0,0.014344190495179977,0.003806765453249171,0.0,0.00670605954592581,0.006772465844036041,0.015781973365891912,0.01534695153552087,0.0,0.0,0.003492659140633242,0.008448303779101423,0.008342540348916112,0.0,0.0,0.005489261789376581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002105870250733582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.00593044248077031,0.11495437010999844,0.0,0.007522829965744678,0.0179978080155913,0.006503315155783503,0.014520049293089202,0.0,0.0,0.027254897352687334,0.0,0.0,0.0,0.37374725385052815,0.0041614456735632075,0.0,0.06969060532266809,0.010731597267945127,0.015931989904356052,0.008143001813159972,0.0,0.004454511123289098,0.0,0.0,0.0009000624364001078,0.0,0.025997658889642637,0.0,0.0,0.0,0.0,0.011639970404596044,0.0,0.02419511564890721,0.0,0.022726823818641297,0.0022185716268701347,0.0,0.0070913188615937634,0.0,0.000918300284235161,0.0,0.0,0.0,0.002599165716782567,0.0,0.004308763860456256,0.0,0.0,0.0,0.0,0.009721554888745182,0.011680496189457615,0.0,0.010139164082833366,0.0,0.0,0.0,0.024855721019194914,0.029351967646720586,0.0,0.0009235477144307919,0.0,0.011988292135642252,0.003961258746426342,0.0037921701235823467,0.0,0.004578207224344784,0.0,0.00627147182420642,0.007916428672539869,0.0,0.0,0.01010130312658679,0.0,0.0,0.00089789361125216,0.005352827297849413,0.0,0.0,0.0,0.0,0.0,0.0067842470205161836,0.0,0.019769928301298024,0.0,0.0,0.0,0.005058761144048715,0.00883318845303024,0.00636860402913741,0.0019100140076503131,0.006629091522756517,0.0,0.0018238463978559486,0.0002843329768965164,0.004163608036091845,0.0,0.0,0.0,0.0008228540357134982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007673663742798458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111984519612447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0003250138129908324,0.11026827968440893,0.027216311659825628,0.0,0.0,0.0,0.012730913956508445,0.0,0.0,0.0018974904485177541,0.015641616300705253,0.0,0.009303777380182296,0.013616137183886346,0.3620382967589352,0.08422896358507743,0.0014275958474180464,0.03291562649406354,0.0,0.0003272365518334784,0.0,0.0,0.018714741695933394,0.009018962706966806,0.0,0.006271742255460871,0.008657405355190004,0.003292456320586879,0.00665299339062116,0.0037006527173744277,0.01738897533747972,0.02100150146390395,0.00022252085524676556,0.0,0.025681718873514708,0.0033920760266225973,0.016634939773932003,0.00404551641146667,0.006285559687617433,0.007215648323300749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00608770661536742,0.0,0.0,0.0,0.0,0.012324962071153302,0.0,0.0,0.008470397583374681,0.007220881566550648,0.0,0.0,0.017169836315619677,0.006285681188543537,0.0,0.0007252939826742865,0.0,0.0,0.0,0.007036894810627097,0.0,0.0002836050115890164,0.0,0.011413511580117748,0.0,0.007038009405250876,0.0,0.0,0.0,0.0,0.004456700046730496,0.0,0.009340777434657265,0.0,0.0,0.0,0.00739212074661725,0.0,0.0,0.010096045516804365,0.0,0.005875537122061593,0.001440051357876872,0.010682192930488773,0.0,0.0,0.0026844490014813808,0.0,0.0,0.0,0.0,0.0,0.01441438792399964,0.0,0.00024321065013687947,0.0014782357840039159,0.005111830667562065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026961211997649486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00991688862737483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
